id,name,yearpublished,minplayers,maxplayers,description,average,bayesaverage,playingtime,minage,thumbnail,image
48,Krieg und Frieden,1999,2,4,take role landowner feudal society player charge run land accrue favor bishop build cathedral   turn player use resource bid year agenda resource value bid depend type agenda available   player use remain resource build land sack land bribe knight away defense help build bishop cathedral   finally player harvest new resource turn   piece cathedral build game victory go player victory point   game originally release charlemagne think game essen   later slightly shorten krieg und friedenreimplemen,,,30,1,,
"49,Mamma Mia!,designer uwe rosenberg talent dream new inventive card game mamma mia perfect example talent player place pizza ingredient combine pool try time pizza bake order use s available kitcheneach player start game different pizza order fill order card hand player start hand ingredient card show pepperoni mushroom pineapple green pepper olive turn player lay ingredient card single type common stack optionally add pizza order card stack refill hand draw card play share ingredient deck order deckafter draw pile exhaust share pile card flip sort ingredient order come ingredient card available fill order owner score player difference play card hand score order return card order deckonce order score return shuffle ingredient pizza start round play complete round player s fill order win,1998,1.3693,6.47074,6.23895,1.25909,2,5,7.6,1.0,4,""['3', '4', '5']"",7804,115,496,482,30,30,30,10,5800,0,4,3,1,0,Mamma Mia!,0,https://cf.geekdo-images.com/R4sklz_ELBN5nLFTwagvLQ__original/img/7IHqMhY3qCMcpoMT22fNeFnGLLo=/0x0/filters:format(jpeg)/pic2824027.jpg,1635,21926,21926,500,21926,21926,21926,21926,21926,0,0,0,1,0,0,0,0",,0,0,0,,,,30,1,,
50,Lost Cities,1999,2,2,lose city card game kosmos twoplayer series game originally consist single deck card rank ndash different color special quothandshakesquot quothsquot score example suit   game include colored suit sixth color optional gameplay game board include organize discard card help player organize card collectionsthe object game gain point mount profitable archaeological expedition different site represent colored suit card player turn play card expedition discard colorappropriate discard pile draw card d,,,30,1,,
"51,Ricochet Robots,ricochet robot game puzzle explain s odd number solution possible s fourpiece modular board form large room wall spread board colorcode target board place surface robot idea turnpuzzle likecolored robot randomly select target trick robot starts move continue wall robot stop player seek sequence move robot enable require robot target few move,1999,2.4107,7.01391,6.721,1.64816,1,99,9.3125,26.0,4,""['2', '3', '4', '5', '6', '7', '8', '9']"",8575,218,1176,504,30,30,30,10,8262,0,7,0,0,0,,0,https://cf.geekdo-images.com/3qg1xTP7ZZiu8OolGBYJ1w__original/img/wkfYHdMR_P05Mat4oTHa9cmRNCA=/0x0/filters:format(jpeg)/pic1766273.jpg,720,21926,44,21926,21926,21926,21926,21926,21926,0,0,0,0,0,1,0,0",,0,0,0,,,,30,1,,
52,Mighty Empires,1990,2,3,mighty empire strategic layer warhammer mass combat fantasy roleplay game st edition system boardgame right   allow player miniature game manage kingdom explore world attempt conquer kingdom play standalone fantasy wargame   game board construct hexagonal tile create unique land mountain hill river valley lowland coastal area   game come nifty bit represent army castle city village,,,30,1,,
53,Brauerei,1996,3,6,brauerei game german beer market player attempt bring beer brand national market   master local regional market make sure supply beer attempt anticipate evolve public taste beer,,,30,1,,
"54,Tikal,tikal game exploration central american jungle search lose temple treasure player send team explorer jungle expose terrain   way find temple require uncovering treasure   player attempt score point occupy temple hold treasuretikal game mask trilogysequel      tikal ii lose temple,1999,2.7906,7.33204,7.1497,1.19642,2,4,9.835616438356164,21.0,4,""['2', '3', '4']"",24086,638,3408,1509,90,90,90,10,18453,0,4,1,1,0,The Mask Trilogy (Kramer / Kiesling),0,https://cf.geekdo-images.com/ajU3xzGDUKihjNdvjCR1Hw__original/img/6dCgK1EESbk9GNuCiwQ4XiqIW3Y=/0x0/filters:format(jpeg)/pic3328391.jpg,282,209,21926,21926,21926,21926,21926,21926,21926,0,1,0,0,0,0,0,0",,0,0,0,,,,30,1,,
55,Sophie's World,1998,2,6,loosely base book jostein gaarder sophie world well describe specialized game trivial pursuit genus edition aim philosophical hellenistic crowd,,,30,1,,
57,Schoko & Co.,1987,2,4,schoko amp co produce chocolate order money player chocolate baron contend element business production sale buy cocoa convert chocolate sell sale meeting big distributor finance staff labor pull efficient get money winambition title french language edition publisher,,,30,1,,
58,Kings & Things,1986,2,4,king amp thing classic tom wham game war kingdom fantasy world legion thing inhabit board hex tile allow different board layout time utilize interesting flip counter element player attempt bluff type thing armiesreimplement     king tabletop,,,30,1,,
59,Giganten,1999,3,4,attempt find oil dusty texas player try outbid sale contract oil industry   oilfield drilling site scatter spread player truck try grab site quickly possiblethree group tile lay drilling site give range value site reach player   deep site field great overall yield player weigh create constant supply small yield close beginning gameonce oil produce player attempt sell market company player mean player shut turn   bidding interesting element player bid pool hide make difficult tell player bluffing,,,30,1,,
"60,Vinci,line history world avalon hill game co player cycle series european civilization attempt score point civilization special power   game set europe player provide pool wooden token represent civilization   player select combination civilization tile civilization special ability characteristic   player enlarge empire territorial expansion expense player   key game lie choose allow active civilization decline order select new generate point   play continue cycling civilization certain score reach final round play victor determinedreimplemente      small world release march,1999,2.7813,7.07778,6.59208,1.34385,3,6,11.714285714285714,16.772727272727273,4,""['3', '4', '5']"",3762,143,542,439,120,120,120,14,3965,0,0,0,1,0,,0,https://cf.geekdo-images.com/16rNX4_Zj2nUtfKP7d1Wxw__original/img/tMG5f6Jgt1XKTXbHnFWJrWFpzo8=/0x0/filters:format(jpeg)/pic168171.jpg,910,523,21926,21926,21926,21926,21926,21926,21926,0,1,0,0,0,0,0,0",,0,0,0,,,,30,1,,
61,Fossil,1998,2,6,hunt petrified treasure player compete paleontologist try complete set possible fossil   board lay random bunch fossil piece player turn move stone field location want pick fossil piece   movement cost prestige point weigh carefully fossil worth effortwon games magazine game year award,,,30,1,,
62,Curse of the Mummy's Tomb,1988,1,4,player group explorer pyramid attempt learn forbidden knowledge find treasurehowever pyramid trap trick lurk mummy rest dead   come d level gameboard player ascend metal miniaturesexpanded bycurse mummys tomb search eternityflavour text boxquotwhen moon conjoin planet god anubi elixir eternal life flow   partake sacred water shall stay youthful year   immortality reward overcome dead walkquot,,,30,1,,
63,Samurai: Game of Politics and Warfare in Feudal Japan,1979,2,8,boxyou timeth th century japan exact objective exalt title quotshogunquot quotshogunquot right enforce emperor real ruler japansamurai allow control japan medieval japan central government emperor dissolve powerless figurehead clan compete control country clan similar noble house europe leader equivalent medieval duke baron count like formldable samurai warrior clan wage endless war major island japanese archipelagoconcept play player control clan lord lord province represent personal quotfiefqu,,,30,1,,
64,Joan of Arc,1998,3,6,joan arc game quotconquest perfidy kingdom francequot deal conflict france year war   multiplayer wargame carddriven combat system political layer player contend withfor year england france battle sit french throne france faction develop put forth candidate challenge right dauphin struggle hero emerge notably black prince jeanne darc maid orleans tremendous battle fight crecy poitier agincourt impact war ephemeral long siege follow short campaign band notorious free company temporarily unemploye,,,30,1,,
